SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-27-2005,Single Family Residential,7011 4th Ave NW,Seattle,WA,98117,919950,2,1.75,Phinney Ridge,1770,4485,1912,10,520,,Pending,,,http://www.redfin.com/WA/Seattle/7011-4th-Ave-NW-98117/home/498011,NWMLS,1604289,N,Y,47.6799544,-122.3617463
PAST SALE,November-28-2018,Single Family Residential,6543 1st Ave NW,Seattle,WA,98117,950000,5,2.75,Phinney Ridge,2690,4000,1924,25,353,,Pending,,,http://www.redfin.com/WA/Seattle/6543-1st-Ave-NW-98117/home/498567,NWMLS,1596300,N,Y,47.6772882,-122.357683
PAST SALE,May-21-2020,Single Family Residential,2836 NW 68th St,Seattle,WA,98117,965000,4,3.5,Sunset Hill,2270,2500,2005,10,425,,Sold,,,http://www.redfin.com/WA/Seattle/2836-NW-68th-St-98117/home/166996,NWMLS,1585598,N,Y,47.6782559,-122.3946768
MLS Listing,,Single Family Residential,8309 9th Ave NW,Seattle,WA,98117,875000,4,2.5,Crown Hill,2240,5670,1946,3,391,,Active,,,http://www.redfin.com/WA/Seattle/8309-9th-Ave-NW-98117/home/496201,NWMLS,1607694,N,Y,47.6890755,-122.3685893
MLS Listing,,Single Family Residential,8321 26th Ave NW,Seattle,WA,98117,988000,3,2.5,Loyal Heights,1980,3960,1925,4,499,,Active,,,http://www.redfin.com/WA/Seattle/8321-26th-Ave-NW-98117/home/166960,NWMLS,1605278,N,Y,47.6896665,-122.3900882
MLS Listing,,Single Family Residential,326 NW 84th St,Seattle,WA,98117,769000,3,1.75,Greenwood,1860,4825,1946,4,413,,Active,,,http://www.redfin.com/WA/Seattle/326-NW-84th-St-98117/home/496656,NWMLS,1606931,N,Y,47.6900043,-122.3618732
MLS Listing,,Single Family Residential,1016 NW 80th St,Seattle,WA,98117,759950,2,1,Crown Hill,1960,5600,1936,4,388,,Active,,,http://www.redfin.com/WA/Seattle/1016-NW-80th-St-98117/home/495161,NWMLS,1606855,N,Y,47.6871153,-122.3701372
PAST SALE,June-17-1983,Single Family Residential,6537 Dibble Ave NW,Seattle,WA,98117,865000,4,2,Ballard,2340,5300,1909,8,370,,Pending,,,http://www.redfin.com/WA/Seattle/6537-Dibble-Ave-NW-98117/home/497677,NWMLS,1602447,N,Y,47.6770773,-122.3678814
MLS Listing,,Single Family Residential,613 NW 80th St,Seattle,WA,98117,750000,4,1.5,Greenwood,2140,5200,1942,9,350,,Active,,,http://www.redfin.com/WA/Seattle/613-NW-80th-St-98117/home/497132,NWMLS,1604926,N,Y,47.6867635,-122.3639488
PAST SALE,June-27-2018,Single Family Residential,8512 19th Ave NW,Seattle,WA,98117,750000,2,1,Crown Hill,1940,6000,1931,9,387,,Pending,,,http://www.redfin.com/WA/Seattle/8512-19th-Ave-NW-98117/home/100652,NWMLS,1599760,N,Y,47.6910873,-122.3808339
PAST SALE,December-30-2004,Single Family Residential,2819 NW 73rd St,Seattle,WA,98117,899950,3,1.75,Sunset Hill,1850,5000,1945,9,486,,Pending,,,http://www.redfin.com/WA/Seattle/2819-NW-73rd-St-98117/home/163613,NWMLS,1604825,N,Y,47.6814967,-122.3939552
PAST SALE,April-26-2016,Single Family Residential,8004 27th Ave NW,Seattle,WA,98117,779999,3,2.25,Loyal Heights,1820,3880,1949,10,429,,Pending,,,http://www.redfin.com/WA/Seattle/8004-27th-Ave-NW-98117/home/165100,NWMLS,1603185,N,Y,47.6870217,-122.3905851
PAST SALE,March-19-2014,Single Family Residential,7712 10th Ave NW,Seattle,WA,98117,874950,3,1.75,Whittier,2087,5000,1928,11,419,,Pending,,,http://www.redfin.com/WA/Seattle/7712-10th-Ave-NW-98117/home/497495,NWMLS,1603952,N,Y,47.6855068,-122.369026
PAST SALE,December-1-2009,Single Family Residential,625 NW 83rd St,Seattle,WA,98117,849950,3,2.5,Crown Hill,1600,2880,1987,12,531,,Pending,,,http://www.redfin.com/WA/Seattle/625-NW-83rd-St-98117/home/497360,NWMLS,1603031,N,Y,47.6889172,-122.3645036
PAST SALE,October-27-2010,Single Family Residential,7502 Mary Ave NW,Seattle,WA,98117,725000,3,1.75,Whittier,2060,5400,1942,17,352,,Pending,,,http://www.redfin.com/WA/Seattle/7502-Mary-Ave-NW-98117/home/497951,NWMLS,1601711,N,Y,47.6834098,-122.3751275
PAST SALE,November-30-2012,Single Family Residential,7311 Jones Ave NW,Seattle,WA,98117,775000,3,1.75,Loyal Heights,1620,2550,1961,17,478,,Pending,,,http://www.redfin.com/WA/Seattle/7311-Jones-Ave-NW-98117/home/165267,NWMLS,1601086,N,Y,47.6817082,-122.3867329
PAST SALE,June-12-2015,Single Family Residential,8520 31st Ave NW,Seattle,WA,98117,795000,3,1.75,North Beach,1860,7455,1928,17,427,,Pending,,,http://www.redfin.com/WA/Seattle/8520-31st-Ave-NW-98117/home/165958,NWMLS,1598632,N,Y,47.6912584,-122.3967286
PAST SALE,April-4-2005,Single Family Residential,643 NW 76th St,Seattle,WA,98117,825000,3,1.75,Greenwood,1750,3860,1931,19,471,,Pending,,,http://www.redfin.com/WA/Seattle/643-NW-76th-St-98117/home/496023,NWMLS,1600103,N,Y,47.6838405,-122.3651944
PAST SALE,,Single Family Residential,7716 30th Ave NW,Seattle,WA,98117,869000,4,2,Sunset Hill,1620,7125,1907,23,536,,Pending,,,http://www.redfin.com/WA/Seattle/7716-30th-Ave-NW-98117/home/164409,NWMLS,1599300,N,Y,47.6854735,-122.3952496
PAST SALE,August-31-2005,Single Family Residential,8327 10th Ave NW,Seattle,WA,98117,799000,2,1.75,Ballard,2080,5000,1950,27,384,,Pending,,,http://www.redfin.com/WA/Seattle/8327-10th-Ave-NW-98117/home/495039,NWMLS,1596601,N,Y,47.6896003,-122.3696107
PAST SALE,September-25-2015,Single Family Residential,7716 Mary Ave NW,Seattle,WA,98117,759950,3,1.5,Whittier,2020,5461,1929,30,376,,Pending,,,http://www.redfin.com/WA/Seattle/7716-Mary-Ave-NW-98117/home/498651,NWMLS,1594411,N,Y,47.685667,-122.3751773
PAST SALE,September-30-1988,Single Family Residential,8008 21st Ave NW,Seattle,WA,98117,875000,3,2,Loyal Heights,2150,4700,1941,31,407,,Pending,,,http://www.redfin.com/WA/Seattle/8008-21st-Ave-NW-98117/home/164716,NWMLS,1595786,N,Y,47.6871894,-122.3829903
PAST SALE,December-9-2005,Single Family Residential,309 NW 86th St,Seattle,WA,98117,850000,4,2,Greenwood,1780,4650,1906,43,478,,Pending,,,http://www.redfin.com/WA/Seattle/309-NW-86th-St-98117/home/101336,NWMLS,1589146,N,Y,47.6912087,-122.3612834
PAST SALE,,Single Family Residential,8059 25th Ave NW,Seattle,WA,98117,965000,5,2,Ballard,2730,3760,1983,43,353,,Pending,,,http://www.redfin.com/WA/Seattle/8059-25th-Ave-NW-98117/home/166446,NWMLS,1591458,N,Y,47.6885429,-122.3890281
PAST SALE,October-16-2019,Single Family Residential,6511 4th Ave NW,Seattle,WA,98117,995000,3,2.25,Phinney Ridge,1930,3750,1929,46,516,,Pending,,,http://www.redfin.com/WA/Seattle/6511-4th-Ave-NW-98117/home/497771,NWMLS,1589646,N,Y,47.6763948,-122.3617506
MLS Listing,,Single Family Residential,7348 10th Ave NW,Seattle,WA,98117,775000,3,1.75,Whittier,1610,3300,1937,48,481,,Active,,,http://www.redfin.com/WA/Seattle/7348-10th-Ave-NW-98117/home/497095,NWMLS,1587990,N,Y,47.6829016,-122.3691281
PAST SALE,February-1-1985,Single Family Residential,1938 NW 98th St,Seattle,WA,98117,725000,3,1.75,North Beach,1880,5000,1965,67,386,,Pending,,,http://www.redfin.com/WA/Seattle/1938-NW-98th-St-98117/home/289804,NWMLS,1582659,N,Y,47.7006408,-122.3823654
MLS Listing,,Single Family Residential,6533 21st Ave NW,Seattle,WA,98117,999000,5,3.75,Loyal Heights,2700,5100,1928,74,370,,Active,,,http://www.redfin.com/WA/Seattle/6533-21st-Ave-NW-98117/home/164762,NWMLS,1580104,N,Y,47.6769079,-122.3834979
PAST SALE,July-5-2018,Single Family Residential,2817 92nd St,Seattle,WA,98117,989000,3,3,North Beach,2680,5610,1947,79,369,,Pending,,,http://www.redfin.com/WA/Seattle/2817-NW-92nd-St-98117/home/289246,NWMLS,1578161,N,Y,47.6958545,-122.393586
MLS Listing,,Single Family Residential,9611 26th Ave NW,Seattle,WA,98117,775000,3,1.5,North Beach,1840,15656,1924,97,421,,Active,,,http://www.redfin.com/WA/Seattle/9611-26th-Ave-NW-98117/home/289649,NWMLS,1568757,N,Y,47.6989471,-122.3893593
PAST SALE,March-23-2020,Single Family Residential,3022 NW 74th St,Seattle,WA,98117,882000,3,1,Sunset Hill,1924,5000,1930,69,458,,Sold,,,http://www.redfin.com/WA/Seattle/3022-NW-74th-St-98117/home/163744,NWMLS,1572388,N,Y,47.682558,-122.3967394
PAST SALE,March-20-2020,Single Family Residential,7520 Earl Ave NW,Seattle,WA,98117,853000,3,1.75,Ballard,1970,3880,1941,72,433,,Sold,,,http://www.redfin.com/WA/Seattle/7520-Earl-Ave-NW-98117/home/165603,NWMLS,1558446,N,Y,47.6838172,-122.3916326
PAST SALE,May-18-2020,Single Family Residential,1109 NW 87th St,Seattle,WA,98117,866000,4,2,Crown Hill,1972,4400,1930,13,439,,Sold,,,http://www.redfin.com/WA/Seattle/1109-NW-87th-St-98117/home/100136,NWMLS,1581988,N,Y,47.6919128,-122.3708453
PAST SALE,April-21-2020,Single Family Residential,9209 3rd Ave NW,Seattle,WA,98117,820000,5,1.75,Greenwood,1760,7560,1997,40,466,,Sold,,,http://www.redfin.com/WA/Seattle/9209-3rd-Ave-NW-98117/home/2077674,NWMLS,1584009,N,Y,47.6964029,-122.3609838
PAST SALE,April-17-2020,Single Family Residential,113 NW 83rd St,Seattle,WA,98117,875000,3,2,Greenwood,1680,3840,1924,44,521,,Sold,,,http://www.redfin.com/WA/Seattle/113-NW-83rd-St-98117/home/495111,NWMLS,1572255,N,Y,47.6889372,-122.3586651
PAST SALE,May-1-2020,Single Family Residential,7316 Alonzo Ave NW,Seattle,WA,98117,862000,3,2.25,Whittier,1530,2500,2018,30,563,,Sold,,,http://www.redfin.com/WA/Seattle/7316-Alonzo-Ave-NW-98117/home/496920,NWMLS,1585068,N,Y,47.681947,-122.3743611
PAST SALE,May-22-2020,Single Family Residential,7210 2nd Ave NW,Seattle,WA,98117,800000,3,1.75,Phinney Ridge,1940,3500,1910,9,412,,Sold,,,http://www.redfin.com/WA/Seattle/7210-2nd-Ave-NW-98117/home/498621,NWMLS,1591830,N,Y,47.6811003,-122.3591945
PAST SALE,May-12-2020,Single Family Residential,6502 25th Ave NW,Seattle,WA,98117,860000,3,2.5,Ballard,1742,2448,1901,19,494,,Sold,,,http://www.redfin.com/WA/Seattle/6502-25th-Ave-NW-98117/home/166678,NWMLS,1579206,N,Y,47.6760747,-122.3883097
PAST SALE,March-25-2020,Single Family Residential,6727 Cleopatra Pl NW,Seattle,WA,98117,860000,3,1.75,Phinney Ridge,2380,3011,1930,67,361,,Sold,,,http://www.redfin.com/WA/Seattle/6727-Cleopatra-Pl-NW-98117/home/497966,NWMLS,1566512,N,Y,47.6786092,-122.365744
PAST SALE,March-20-2020,Single Family Residential,9248 6th Ave NW,Seattle,WA,98117,920000,4,2.75,Greenwood,1823,5040,1916,72,505,,Sold,,,http://www.redfin.com/WA/Seattle/9248-6th-Ave-NW-98117/home/101098,NWMLS,1562314,N,Y,47.6975072,-122.3630576
PAST SALE,April-24-2020,Single Family Residential,327 NW 78th St,Seattle,WA,98117,885000,5,2.5,Phinney Ridge,2140,3430,1926,37,414,,Sold,,,http://www.redfin.com/WA/Seattle/327-NW-78th-St-98117/home/496896,NWMLS,1577463,N,Y,47.6852964,-122.3619292
PAST SALE,April-16-2020,Single Family Residential,7403 8th Ave NW,Seattle,WA,98117,757500,4,2,Whittier,1820,4218,1913,45,416,,Sold,,,http://www.redfin.com/WA/Seattle/7403-8th-Ave-NW-98117/home/497996,NWMLS,1564844,N,Y,47.6826381,-122.3664179
PAST SALE,April-20-2020,Single Family Residential,7713 19th Ave NW,Seattle,WA,98117,729000,4,1,Loyal Heights,1680,4800,1944,41,434,,Sold,,,http://www.redfin.com/WA/Seattle/7713-19th-Ave-NW-98117/home/166522,NWMLS,1576887,N,Y,47.6854545,-122.3813193
PAST SALE,March-25-2020,Single Family Residential,7728 32nd Ave NW,Seattle,WA,98117,941000,2,1,Sunset Hill,2080,5875,1925,67,452,,Sold,,,http://www.redfin.com/WA/Seattle/7728-32nd-Ave-NW-98117/home/164205,NWMLS,1566628,N,Y,47.6858376,-122.3980009
PAST SALE,May-22-2020,Single Family Residential,6506 32nd Ave NW,Seattle,WA,98117,969959,3,2.75,Sunset Hill,2004,1211,2020,9,484,,Sold,,,http://www.redfin.com/WA/Seattle/6506-32nd-Ave-NW-98117/home/170620244,NWMLS,1568038,N,Y,47.6761599,-122.3980903
PAST SALE,March-13-2020,Single Family Residential,6531 Cleopatra Pl NW,Seattle,WA,98117,705000,2,1.5,Phinney Ridge,1740,2130,1918,79,405,,Sold,,,http://www.redfin.com/WA/Seattle/6531-Cleopatra-Pl-NW-98117/home/497314,NWMLS,1564340,N,Y,47.6769311,-122.3657629
PAST SALE,March-20-2020,Single Family Residential,8024 Mary Ave NW,Seattle,WA,98117,900000,5,2.5,Whittier,2420,5588,1940,72,372,,Sold,,,http://www.redfin.com/WA/Seattle/8024-Mary-Ave-NW-98117/home/498026,NWMLS,1571797,N,Y,47.68766,-122.3751135
PAST SALE,March-27-2020,Single Family Residential,416 NW 72nd St,Seattle,WA,98117,845000,4,2,Ballard,2030,4000,1945,65,416,,Sold,,,http://www.redfin.com/WA/Seattle/416-NW-72nd-St-98117/home/495531,NWMLS,1566546,N,Y,47.6809043,-122.3622292
PAST SALE,March-12-2020,Single Family Residential,7351 20th Ave NW,Seattle,WA,98117,787000,3,1.75,Loyal Heights,1760,3570,1909,80,447,,Sold,,,http://www.redfin.com/WA/Seattle/7351-20th-Ave-NW-98117/home/164119,NWMLS,1561444,N,Y,47.6828256,-122.3824128
PAST SALE,March-23-2020,Single Family Residential,8208 8th Ave NW,Seattle,WA,98117,713800,2,1,Ballard,1550,3310,1946,69,461,,Sold,,,http://www.redfin.com/WA/Seattle/8208-8th-Ave-NW-98117/home/498276,NWMLS,1573193,N,Y,47.6886492,-122.3657606
PAST SALE,March-12-2020,Single Family Residential,9700 3rd Ave NW,Seattle,WA,98117,732000,2,1,Greenwood,1660,7087,1940,80,441,,Sold,,,http://www.redfin.com/WA/Seattle/9700-3rd-Ave-NW-98117/home/101136,NWMLS,1566203,N,Y,47.6998498,-122.360384
PAST SALE,March-20-2020,Single Family Residential,8025 28th Ave NW,Seattle,WA,98117,811000,3,1,Loyal Heights,1640,5020,1943,72,495,,Sold,,,http://www.redfin.com/WA/Seattle/8025-28th-Ave-NW-98117/home/165021,NWMLS,1566909,N,Y,47.6875788,-122.3933032
PAST SALE,March-3-2020,Single Family Residential,8031 16th Ave NW,Seattle,WA,98117,780000,2,1,Ballard,1540,3640,1929,89,506,,Sold,,,http://www.redfin.com/WA/Seattle/8031-16th-Ave-NW-98117/home/166057,NWMLS,1558929,N,Y,47.6878075,-122.3781454
PAST SALE,April-30-2020,Single Family Residential,7501 25 Ave NW,Seattle,WA,98117,960000,5,2,Ballard,2560,4314,1930,31,375,,Sold,,,http://www.redfin.com/WA/Seattle/7501-25th-Ave-NW-98117/home/163474,NWMLS,1572502,N,Y,47.6832906,-122.3889539
PAST SALE,March-11-2020,Single Family Residential,7721 Dibble Ave NW,Seattle,WA,98117,784500,3,1,Whittier,1840,3525,1928,81,426,,Sold,,,http://www.redfin.com/WA/Seattle/7721-Dibble-Ave-NW-98117/home/497107,NWMLS,1566141,N,Y,47.6857801,-122.3676061
PAST SALE,March-31-2020,Single Family Residential,908 NW 97th St,Seattle,WA,98117,807000,3,2,Crown Hill,1500,6800,1942,61,538,,Sold,,,http://www.redfin.com/WA/Seattle/908-NW-97th-St-98117/home/95311,NWMLS,1573824,N,Y,47.7003359,-122.3693292
PAST SALE,April-3-2020,Single Family Residential,315 NW 78th,Seattle,WA,98117,878600,3,1.75,Phinney Ridge,1760,3605,1911,58,499,,Sold,,,http://www.redfin.com/WA/Seattle/315-NW-78th-St-98117/home/497877,NWMLS,1574172,N,Y,47.6852727,-122.3612893
PAST SALE,April-24-2020,Single Family Residential,8006 26th Ave NW,Seattle,WA,98117,760000,2,1.5,Loyal Heights,1900,3880,1919,37,400,,Sold,,,http://www.redfin.com/WA/Seattle/8006-26th-Ave-NW-98117/home/164942,NWMLS,1586674,N,Y,47.687047,-122.3895204
PAST SALE,March-27-2020,Single Family Residential,8832 Dibble Ave NW,Seattle,WA,98117,762000,3,2,Crown Hill,1660,4960,1978,65,459,,Sold,,,http://www.redfin.com/WA/Seattle/8832-Dibble-Ave-NW-98117/home/101559,NWMLS,1573149,N,Y,47.693811,-122.3669898
PAST SALE,May-26-2020,Single Family Residential,8028 17th Ave NW,Seattle,WA,98117,965000,4,2.5,Loyal Heights,1800,5300,1931,5,536,,Sold,,,http://www.redfin.com/WA/Seattle/8028-17th-Ave-NW-98117/home/163177,NWMLS,1590632,N,Y,47.6876993,-122.378658
PAST SALE,April-9-2020,Single Family Residential,8314 23rd Ave NW,Seattle,WA,98117,905100,4,1.75,Loyal Heights,1980,4600,1940,52,457,,Sold,,,http://www.redfin.com/WA/Seattle/8314-23rd-Ave-NW-98117/home/165850,NWMLS,1571654,N,Y,47.6892169,-122.3851273
PAST SALE,March-20-2020,Single Family Residential,320 NW 79th St,Seattle,WA,98117,879000,2,2,Ballard,1940,3848,1923,72,453,,Sold,,,http://www.redfin.com/WA/Seattle/320-NW-79th-St-98117/home/497220,NWMLS,1562995,N,Y,47.6863869,-122.3616068
PAST SALE,May-20-2020,Single Family Residential,7025 8th Ave NW,Seattle,WA,98117,900000,4,2,Whittier,2800,3780,1928,11,321,,Sold,,,http://www.redfin.com/WA/Seattle/7025-8th-Ave-NW-98117/home/497165,NWMLS,1591382,N,Y,47.6803726,-122.3663727
PAST SALE,April-17-2020,Single Family Residential,2847 NW 74th St,Seattle,WA,98117,885000,3,1.75,Sunset Hill,2035,5000,1945,44,435,,Sold,,,http://www.redfin.com/WA/Seattle/2847-NW-74th-St-98117/home/163162,NWMLS,1579711,N,Y,47.6822109,-122.3950887
